"network_db";"original_id";"reference";"citation";"doi";"study_common"
"WOL";"M_PL_059";"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096â€“1101.";"Bezerra et al 2009";NA;"Bezerra2009"
"WOL";"A_HP_001";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_002";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_003";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_004";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_005";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_006";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_007";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_008";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_009";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_010";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_011";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_012";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_013";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_014";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_015";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_016";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_017";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_018";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_019";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_020";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_021";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_022";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_023";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_024";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_025";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_026";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_027";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_028";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_029";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_030";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_031";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_032";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_033";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_034";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_035";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_036";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_037";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_038";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_039";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_040";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_041";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_042";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_043";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_044";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_045";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_046";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_047";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_048";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_049";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_050";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"A_HP_051";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA;"hadfield2014"
"WOL";"M_SD_031";"Heleno Ruben H., Ramos Jaime A., Memmott Jane (2013). Integration of exotic seeds into an Azorean seed dispersal network. Biological Invasions. 15, 5, 1143-1154. ";"Heleno et al 2013";NA;"Heleno_2013"
"WOL";"M_PL_060_01";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_02";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_03";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_04";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_05";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_06";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_07";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_08";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_09";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_10";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_11";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_12";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_13";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_14";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_15";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_16";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_17";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_18";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_19";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_20";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_21";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_22";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_23";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
"WOL";"M_PL_060_24";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA;"Kaiser-Bunbury et al 2010"
