web;insectorder;insectfamily;insectgenus;insectspecies;plantfamily;plantgenus;plantspecies
Macfadyen_A2;Lepidoptera;Geometridae;Abraxas;grossulariata;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Noctuidae;Agrochola;lychnidis;Poaceae;n.i.;unknown
Macfadyen_A2;Diptera;Agromyzidae;Agromyza;vicifoliae;Aquifoliaceae;Ilex;aquifolium
Macfadyen_A2;Diptera;Agromyzidae;Agromyza;vicifoliae;Fabaceae;Trifolium;repens
Macfadyen_A2;Diptera;Agromyzidae;Agromyza;vicifoliae;Fabaceae;Trifolium;spp.
Macfadyen_A2;Lepidoptera;Choreutidae;Anthophila;fabriciana;Urticaceae;Urtica;dioica
Macfadyen_A2;Lepidoptera;Noctuidae;Autographa;gamma;Convolvulaceae;Calystegia;sepium
Macfadyen_A2;Lepidoptera;Oecophoridae;Carcina;quercana;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Tortricidae;Celypha;lacunana;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Tortricidae;Celypha;lacunana;Rosaceae;Rubus;fruticosus
Macfadyen_A2;Lepidoptera;Tortricidae;Celypha;lacunana;Urticaceae;Urtica;dioica
Macfadyen_A2;Diptera;Agromyzidae;Chromatomyia;milii;Poaceae;n.i.;unknown
Macfadyen_A2;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;n.i.;unknown
Macfadyen_A2;Diptera;Agromyzidae;Chromatomyia;milii;Poaceae;Holcus;lanatus
Macfadyen_A2;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;Holcus;lanatus
Macfadyen_A2;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;Triticum;sp.
Macfadyen_A2;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;hybride;xTriticosecale
Macfadyen_A2;Lepidoptera;Gelechiidae;Chrysoesthia;sexguttella;Chenopodiaceae;Chenopodium;album
Macfadyen_A2;Lepidoptera;Tortricidae;Cnephasia;communana;Ranunculaceae;Ranunculus;repens
Macfadyen_A2;Lepidoptera;Tortricidae;Cnephasia;asseclana;Urticaceae;Urtica;dioica
Macfadyen_A2;Lepidoptera;Coleophoridae;Coleophora;spinella;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Geometridae;Colotois;pennaria;Sapindaceae;Acer;campestre
Macfadyen_A2;Lepidoptera;Chimabachidae;Diurnea;fagella;Betulaceae;Corylus;avellana
Macfadyen_A2;Lepidoptera;Chimabachidae;Diurnea;fagella;Rosaceae;Rubus;fruticosus
Macfadyen_A2;Lepidoptera;Pterophoridae;Emmelina;monodactyla;Convolvulaceae;Convolvulus;arvensis
Macfadyen_A2;Lepidoptera;Geometridae;Ennomos;spp.;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Geometridae;Epirrita;dilutata;Betulaceae;Corylus;avellana
Macfadyen_A2;Lepidoptera;Geometridae;Eupithecia;spp.;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Geometridae;Eupithecia;spp.;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Geometridae;Eupithecia;spp.;Rosaceae;Rubus;fruticosus
Macfadyen_A2;Lepidoptera;Geometridae;Eupithecia;spp.;Caprifoliaceae;Sambucus;nigra
Macfadyen_A2;Lepidoptera;Lymantriidae;Euproctis;similis;Sapindaceae;Acer;campestre
Macfadyen_A2;Lepidoptera;Tortricidae;Hedya;pruniana;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Geometridae;Hydriomena;furcata;Betulaceae;Corylus;avellana
Macfadyen_A2;Lepidoptera;Noctuidae;Hypena;proboscidalis;Urticaceae;Urtica;dioica
Macfadyen_A2;Lepidoptera;Lasiocampidae;Lasiocampa;quercus;Rosaceae;Rosa;sp.
Macfadyen_A2;Lepidoptera;Geometridae;Lomographa;temerata;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Geometridae;Lomographa;temerata;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Lyonetiidae;Lyonetia;clerkella;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Geometridae;Operophtera;brumata;Betulaceae;Corylus;avellana
Macfadyen_A2;Lepidoptera;Geometridae;Operophtera;brumata;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Geometridae;Operophtera;brumata;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Geometridae;Operophtera;brumata;Rosaceae;Rubus;fruticosus
Macfadyen_A2;Lepidoptera;Geometridae;Opisthograptis;luteolata;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Tortricidae;Pandemis;heparana;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Tortricidae;Pandemis;spp.;Rosaceae;Prunus;spinosa
Macfadyen_A2;Diptera;Anthomyiidae;Pegomya;hyoscami;Polygonaceae;Rumex;spp.
Macfadyen_A2;Lepidoptera;Gracillariidae;Phyllonorycter;coryli;Betulaceae;Corylus;avellana
Macfadyen_A2;Lepidoptera;Gracillariidae;Phyllonorycter;nicellii;Betulaceae;Corylus;avellana
Macfadyen_A2;Lepidoptera;Gracillariidae;Phyllonorycter;oxyacanthae;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Gracillariidae;Phyllonorycter;spinicolella;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Gracillariidae;Phyllonorycter;spp.;Rosaceae;Prunus;spinosa
Macfadyen_A2;Diptera;Agromyzidae;Phytomyza;spondylii;Apiaceae;Heracleum;sphondylium
Macfadyen_A2;Diptera;Agromyzidae;Phytomyza;ilicis;Aquifoliaceae;Ilex;aquifolium
Macfadyen_A2;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;repens
Macfadyen_A2;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;acris
Macfadyen_A2;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;ficaria
Macfadyen_A2;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;sp.
Macfadyen_A2;Diptera;Agromyzidae;Phytomyza;crassiseta;Scrophulariaceae;Veronica;persica
Macfadyen_A2;Lepidoptera;Crambidae;Pleuroptya;ruralis;Urticaceae;Urtica;dioica
Macfadyen_A2;Lepidoptera;Nymphalidae;Polygonia;c-album;Urticaceae;Urtica;dioica
Macfadyen_A2;Diptera;Drosophilidae;Scaptomyza;graminum;Caryophyllaceae;Cerastium;fontanum
Macfadyen_A2;Diptera;Drosophilidae;Scaptomyza;graminum;Caryophyllaceae;Cerastium;glomeratum
Macfadyen_A2;Diptera;Drosophilidae;Scaptomyza;graminum;Caryophyllaceae;Cerastium;sp.
Macfadyen_A2;Diptera;Drosophilidae;Scaptomyza;graminum;Caryophyllaceae;Stellaria;media
Macfadyen_A2;Lepidoptera;Geometridae;Selenia;dentaria;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Nepticulidae;Stigmella;spp.;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Nepticulidae;Stigmella;plagicolella;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Nepticulidae;Stigmella;aurella;Rosaceae;Rubus;fruticosus
Macfadyen_A2;Lepidoptera;Geometridae;Theria;primaria;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;Geometridae;Theria;primaria;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;Crambidae;Udea;olivalis;Urticaceae;Urtica;dioica
Macfadyen_A2;Diptera;n.i.;n.i.;ukD13;Asteraceae;Cirsium;vulgare
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL14;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL200;Betulaceae;Corylus;avellana
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL200;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL200;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL201;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL201;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL202;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL202;Caprifoliaceae;Sambucus;nigra
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL203;Sapindaceae;Acer;campestre
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL203;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL204;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL204;Rosaceae;Prunus;spinosa
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL204;Fagaceae;Quercus;robur
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL205;Rosaceae;Crataegus;monogyna
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL209;Urticaceae;Urtica;dioica
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL210;Rosaceae;Rubus;fruticosus
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL213;Rosaceae;Rubus;fruticosus
Macfadyen_A2;Lepidoptera;n.i.;n.i.;ukL24;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;Geometridae;Abraxas;grossulariata;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Tortricidae;Acleris;sparsana;Sapindaceae;Acer;campestre
Macfadyen_A3;Lepidoptera;Tortricidae;Acleris;rhombana;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Tortricidae;Acleris;spp.;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Noctuidae;Acronicta;tridens;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Noctuidae;Acronicta;tridens;Ulmaceae;Ulmus;procera
Macfadyen_A3;Diptera;Agromyzidae;Agromyza;vicifoliae;Fabaceae;Medicago;sativa
Macfadyen_A3;Diptera;Agromyzidae;Agromyza;vicifoliae;Fabaceae;Trifolium;spp.
Macfadyen_A3;Lepidoptera;Geometridae;Alsophila;aescularia;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Choreutidae;Anthophila;fabriciana;Lamiaceae;Stachys;sylvatica
Macfadyen_A3;Lepidoptera;Choreutidae;Anthophila;fabriciana;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;Noctuidae;Autographa;gamma;Convolvulaceae;Convolvulus;arvensis
Macfadyen_A3;Lepidoptera;Noctuidae;Autographa;gamma;Fabaceae;Medicago;sativa
Macfadyen_A3;Lepidoptera;Oecophoridae;Carcina;quercana;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Tortricidae;Celypha;lacunana;Apiaceae;Anthriscus;sylvestris
Macfadyen_A3;Lepidoptera;Tortricidae;Celypha;lacunana;Ranunculaceae;Ranunculus;repens
Macfadyen_A3;Lepidoptera;Tortricidae;Celypha;lacunana;Rosaceae;Rubus;fruticosus
Macfadyen_A3;Lepidoptera;Tortricidae;Celypha;lacunana;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;Geometridae;Chloroclystis;rectangulata;Rosaceae;Prunus;spinosa
Macfadyen_A3;Diptera;Agromyzidae;Chromatomyia;milii;Poaceae;n.i.;unknown
Macfadyen_A3;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;Hordeum;vulgare
Macfadyen_A3;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;Triticum;sp.
Macfadyen_A3;Lepidoptera;Tortricidae;Cnephasia;stephensiana;Apiaceae;Heracleum;sphondylium
Macfadyen_A3;Lepidoptera;Tortricidae;Cnephasia;asseclana;Fabaceae;Medicago;sativa
Macfadyen_A3;Lepidoptera;Tortricidae;Cnephasia;spp.;Fabaceae;Trifolium;spp.
Macfadyen_A3;Lepidoptera;Coleophoridae;Coleophora;albitarsella;Lamiaceae;Glechoma;hederacea
Macfadyen_A3;Lepidoptera;Coleophoridae;Coleophora;prunifoliae;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Coleophoridae;Coleophora;lineolea;Lamiaceae;Stachys;sylvatica
Macfadyen_A3;Lepidoptera;Noctuidae;Cosmia;trapezina;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Tortricidae;Ditula;angustiorana;Rosaceae;Rubus;fruticosus
Macfadyen_A3;Lepidoptera;Chimabachidae;Diurnea;fagella;Ulmaceae;Ulmus;procera
Macfadyen_A3;Lepidoptera;Nepticulidae;Ectoedemia;albifasciella;Fagaceae;Quercus;robur
Macfadyen_A3;Lepidoptera;Tortricidae;Epiphyas;postvittana;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Geometridae;Eupithecia;spp.;Fagaceae;Quercus;robur
Macfadyen_A3;Lepidoptera;Crambidae;Eurrhypara;hortulata;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;Tortricidae;Hedya;pruniana;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Geometridae;Hemithea;aestivaria;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Noctuidae;Hypena;proboscidalis;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;Geometridae;Ligdia;adustata;Celastraceae;Euonymus;europaeus
Macfadyen_A3;Diptera;Agromyzidae;Liriomyza;congesta;Fabaceae;Medicago;sativa
Macfadyen_A3;Lepidoptera;Geometridae;Lomographa;temerata;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Lyonetiidae;Lyonetia;clerkella;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Geometridae;Operophtera;brumata;Betulaceae;Corylus;avellana
Macfadyen_A3;Lepidoptera;Geometridae;Operophtera;brumata;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Geometridae;Operophtera;brumata;Apiaceae;Heracleum;sphondylium
Macfadyen_A3;Lepidoptera;Geometridae;Operophtera;brumata;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Geometridae;Operophtera;brumata;Rosaceae;Rubus;fruticosus
Macfadyen_A3;Lepidoptera;Geometridae;Opisthograptis;luteolata;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Tortricidae;Pandemis;heparana;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Tortricidae;Pandemis;heparana;Ulmaceae;Ulmus;procera
Macfadyen_A3;Lepidoptera;Yponomeutidae;Paraswammerdamia;lutarea;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Gracillariidae;Parornix;devoniella;Betulaceae;Corylus;avellana
Macfadyen_A3;Lepidoptera;Gracillariidae;Parornix;anglicella;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Diptera;Anthomyiidae;Pegomya;hyoscami;Polygonaceae;Rumex;spp.
Macfadyen_A3;Lepidoptera;Gracillariidae;Phyllonorycter;coryli;Betulaceae;Corylus;avellana
Macfadyen_A3;Lepidoptera;Gracillariidae;Phyllonorycter;nicellii;Betulaceae;Corylus;avellana
Macfadyen_A3;Lepidoptera;Gracillariidae;Phyllonorycter;oxyacanthae;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Gracillariidae;Phyllonorycter;spinicolella;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Gracillariidae;Phyllonorycter;oakcomplex;Fagaceae;Quercus;robur
Macfadyen_A3;Diptera;Agromyzidae;Phytomyza;chaerophylii;Apiaceae;Anthriscus;sylvestris
Macfadyen_A3;Diptera;Agromyzidae;Phytomyza;lappae;Asteraceae;Arctium;sp.
Macfadyen_A3;Diptera;Agromyzidae;Phytomyza;spondylii;Apiaceae;Heracleum;sphondylium
Macfadyen_A3;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;ficaria
Macfadyen_A3;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;repens
Macfadyen_A3;Lepidoptera;Crambidae;Pleuroptya;ruralis;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;Plutellidae;Plutella;xylostella;Fabaceae;Medicago;sativa
Macfadyen_A3;Lepidoptera;Nymphalidae;Polygonia;c-album;Urticaceae;Urtica;dioica
Macfadyen_A3;Diptera;Drosophilidae;Scaptomyza;graminum;Caryophyllaceae;Silene;dioica
Macfadyen_A3;Diptera;Drosophilidae;Scaptomyza;graminum;Caryophyllaceae;Stellaria;media
Macfadyen_A3;Lepidoptera;Gelechiidae;Scrobipalpa;acuminatella;Asteraceae;Cirsium;arvense
Macfadyen_A3;Lepidoptera;Geometridae;Selenia;dentaria;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Nepticulidae;Stigmella;microtheriella;Betulaceae;Corylus;avellana
Macfadyen_A3;Lepidoptera;Nepticulidae;Stigmella;spp.;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Nepticulidae;Stigmella;plagicolella;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Yponomeutidae;Swammerdamia;pyrella;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Geometridae;Theria;primaria;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;Geometridae;Theria;primaria;Rosaceae;Prunus;spinosa
Macfadyen_A3;Diptera;n.i.;n.i.;ukD11;Asteraceae;Sonchus;asper
Macfadyen_A3;Diptera;n.i.;n.i.;ukD18;Poaceae;Alopecurus;myosuroides
Macfadyen_A3;Diptera;n.i.;n.i.;ukD19;Asteraceae;Leucanthemum;vulgare
Macfadyen_A3;Diptera;n.i.;n.i.;ukD20;Fabaceae;Medicago;sativa
Macfadyen_A3;Diptera;n.i.;n.i.;ukD39;Fabaceae;Trifolium;spp.
Macfadyen_A3;Diptera;n.i.;n.i.;ukD9;Plantaginaceae;Plantago;major
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL155;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL200;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL201;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL203;Rosaceae;Crataegus;monogyna
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL204;Ulmaceae;Ulmus;procera
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL206;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL209;Urticaceae;Urtica;dioica
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL214;Rosaceae;Rubus;fruticosus
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL222;Convolvulaceae;Convolvulus;arvensis
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL223;Fabaceae;Trifolium;spp.
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL227;Fabaceae;Lupinus;sp.
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL229;Asteraceae;Carduus;sp.
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL25;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL73;Cornaceae;Cornus;sanguinea
Macfadyen_A3;Lepidoptera;n.i.;n.i.;ukL98;Rosaceae;Prunus;spinosa
Macfadyen_A3;Lepidoptera;Noctuidae;Xestia;c-nigrum;Fabaceae;Medicago;sativa
Macfadyen_A4;Lepidoptera;Tortricidae;Acleris;rhombana;Rosaceae;Crataegus;monogyna
Macfadyen_A4;Lepidoptera;Tortricidae;Acleris;variegana;Rosaceae;Crataegus;monogyna
Macfadyen_A4;Lepidoptera;Choreutidae;Anthophila;fabriciana;Urticaceae;Urtica;dioica
Macfadyen_A4;Lepidoptera;Noctuidae;Autographa;gamma;Fabaceae;Trifolium;spp.
Macfadyen_A4;Lepidoptera;Bucculatricidae;Bucculatrix;bechsteinella;Rosaceae;Crataegus;monogyna
Macfadyen_A4;Lepidoptera;Gracillariidae;Caloptilia;rufipennella;Sapindaceae;Acer;pseudoplatanus
Macfadyen_A4;Lepidoptera;Gracillariidae;Caloptilia;syringella;Sapindaceae;Acer;campestre
Macfadyen_A4;Lepidoptera;Gracillariidae;Caloptilia;syringella;Oleaceae;Fraxinus;excelsior
Macfadyen_A4;Lepidoptera;Tortricidae;Celypha;lacunana;Papaveraceae;Papaver;rhoeas
Macfadyen_A4;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;Avena;spp.
Macfadyen_A4;Diptera;Agromyzidae;Chromatomyia;milii;Poaceae;n.i.;unknown
Macfadyen_A4;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;n.i.;unknown
Macfadyen_A4;Diptera;Agromyzidae;Chromatomyia;milii;Poaceae;Hordeum;vulgare
Macfadyen_A4;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;Hordeum;vulgare
Macfadyen_A4;Diptera;Agromyzidae;Chromatomyia;horticola;Fabaceae;Lathyrus;sp.
Macfadyen_A4;Diptera;Agromyzidae;Chromatomyia;nigra;Poaceae;Triticum;sp.
Macfadyen_A4;Lepidoptera;Gelechiidae;Chrysoesthia;sexguttella;Chenopodiaceae;Atriplex;patula
Macfadyen_A4;Lepidoptera;Tortricidae;Cnephasia;spp.;Poaceae;Avena;spp.
Macfadyen_A4;Lepidoptera;Tortricidae;Cnephasia;stephensiana;Fabaceae;Trifolium;spp.
Macfadyen_A4;Lepidoptera;Tortricidae;Cnephasia;asseclana;Urticaceae;Urtica;dioica
Macfadyen_A4;Lepidoptera;Tortricidae;Cnephasia;spp.;Urticaceae;Urtica;dioica
Macfadyen_A4;Lepidoptera;Gracillariidae;Deltaornix;torquillella;Rosaceae;Prunus;spinosa
Macfadyen_A4;Lepidoptera;Crambidae;Eurrhypara;hortulata;Urticaceae;Urtica;dioica
Macfadyen_A4;Lepidoptera;Noctuidae;Hypena;proboscidalis;Urticaceae;Urtica;dioica
Macfadyen_A4;Diptera;Agromyzidae;Liriomyza;?strigata;Lamiaceae;Lamium;purpureum
Macfadyen_A4;Lepidoptera;Nymphalidae;Maniola;jurtina;Poaceae;n.i.;unknown
Macfadyen_A4;Lepidoptera;Geometridae;Opisthograptis;luteolata;Rosaceae;Crataegus;monogyna
Macfadyen_A4;Lepidoptera;Geometridae;Opisthograptis;luteolata;Rosaceae;Prunus;spinosa
Macfadyen_A4;Lepidoptera;Tortricidae;Pandemis;spp.;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Tortricidae;Pandemis;heparana;Rosaceae;Malus;sylvestris
Macfadyen_A4;Lepidoptera;Yponomeutidae;Paraswammerdamia;lutarea;Rosaceae;Crataegus;monogyna
Macfadyen_A4;Lepidoptera;Gracillariidae;Parornix;devoniella;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Gracillariidae;Parornix;anglicella;Rosaceae;Crataegus;monogyna
Macfadyen_A4;Lepidoptera;Gracillariidae;Parornix;fagivora;Fagaceae;Fagus;sylvatica
Macfadyen_A4;Diptera;Anthomyiidae;Pegomya;hyoscami;Polygonaceae;Rumex;spp.
Macfadyen_A4;Lepidoptera;Noctuidae;Phlogophora;meticulosa;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;geniculella;Sapindaceae;Acer;pseudoplatanus
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;platanoidella;Sapindaceae;Acer;platanoides
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;coryli;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;nicellii;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;spp.;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;oxyacanthae;Rosaceae;Crataegus;monogyna
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;maestingella;Fagaceae;Fagus;sylvatica
Macfadyen_A4;Lepidoptera;Gracillariidae;Phyllonorycter;spp.;Fagaceae;Fagus;sylvatica
Macfadyen_A4;Diptera;Agromyzidae;Phytomyza;chaerophylii;Apiaceae;Anthriscus;sylvestris
Macfadyen_A4;Diptera;Agromyzidae;Phytomyza;lappae;Asteraceae;Arctium;sp.
Macfadyen_A4;Diptera;Agromyzidae;Phytomyza;spondylii;Lamiaceae;Glechoma;hederacea
Macfadyen_A4;Diptera;Agromyzidae;Phytomyza;spondylii;Apiaceae;Heracleum;sphondylium
Macfadyen_A4;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;acris
Macfadyen_A4;Diptera;Agromyzidae;Phytomyza;ranunculi;Ranunculaceae;Ranunculus;repens
Macfadyen_A4;Diptera;Agromyzidae;Phytomyza;sp.;Urticaceae;Urtica;dioica
Macfadyen_A4;Lepidoptera;Crambidae;Pleuroptya;ruralis;Urticaceae;Urtica;dioica
Macfadyen_A4;Lepidoptera;Plutellidae;Plutella;xylostella;Fabaceae;Lathyrus;sp.
Macfadyen_A4;Lepidoptera;Plutellidae;Plutella;xylostella;Fabaceae;Trifolium;spp.
Macfadyen_A4;Lepidoptera;Nepticulidae;Stigmella;floslactella;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Nepticulidae;Stigmella;microtheriella;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Nepticulidae;Stigmella;spp.;Betulaceae;Corylus;avellana
Macfadyen_A4;Lepidoptera;Nepticulidae;Stigmella;spp.;Fagaceae;Fagus;sylvatica
Macfadyen_A4;Lepidoptera;Nepticulidae;Stigmella;plagicolella;Rosaceae;Prunus;spinosa
Macfadyen_A4;Lepidoptera;Crambidae;Udea;prunalis;Euphorbiaceae;Mercurialis;perennis
Macfadyen_A4;Lepidoptera;Crambidae;Udea;prunalis;Tiliaceae;Tilia;vulgaris/europaea
Macfadyen_A4;Lepidoptera;Crambidae;Udea;prunalis;Urticaceae;Urtica;dioica
Macfadyen_A4;Diptera;n.i.;n.i.;ukD11;Asteraceae;Sonchus;asper
Macfadyen_A4;Diptera;n.i.;n.i.;ukD11;Asteraceae;Sonchus;oleraceus
Macfadyen_A4;Diptera;n.i.;n.i.;ukD15;Poaceae;Dactylis;glomerata
Macfadyen_A4;Diptera;n.i.;n.i.;ukD16;Scrophulariaceae;Kickxia;spuria
Macfadyen_A4;Diptera;n.i.;n.i.;ukD17;Rosaceae;Rubus;fruticosus
Macfadyen_A4;Diptera;n.i.;n.i.;ukD37;Brassicaceae;Raphanus;raphanistrum
Macfadyen_A4;Diptera;n.i.;n.i.;ukD39;Fabaceae;Trifolium;pratense
Macfadyen_A4;Diptera;n.i.;n.i.;ukD39;Fabaceae;Trifolium;spp.
Macfadyen_A4;Diptera;n.i.;n.i.;ukD41;Papaveraceae;Papaver;rhoeas
Macfadyen_A4;Lepidoptera;n.i.;n.i.;ukL125;Chenopodiaceae;Atriplex;patula
Macfadyen_A4;Lepidoptera;n.i.;n.i.;ukL143;Asteraceae;Cirsium;arvense
Macfadyen_A4;Lepidoptera;n.i.;n.i.;ukL143;Asteraceae;Cirsium;vulgare
